item_id,user_id,rating,timestamp,gender,category,brand,year,month,quantity,unitprice,amount
167,3300,5,38392,Female,Camera,Kodak,2005,2,9,8077,72693
143,1383,5,38394,Female,Camera,Canon,2005,2,6,5341,32046
172,3316,3,38397,Male,Camera,HP,2005,2,6,8019,48114
160,3343,1,38402,Female,Camera,Olympus,2005,2,9,8088,72792
98,3352,4,38404,Female,Camera,Toshiba,2005,2,10,9154,91540
157,3371,5,38410,Female,Camera,Sony,2005,2,5,7161,35805
157,3377,5,38412,Female,Camera,Sony,2005,3,6,5564,33384
172,3415,5,38423,Male,Camera,HP,2005,3,10,5037,50370
219,3420,5,38424,Female,Camera,Canon,2005,3,5,6176,30880
163,3426,5,38425,Female,Camera,Kodak,2005,3,10,7155,71550
220,3435,5,38426,Male,Camera,Canon,2005,3,7,6720,47040
167,3465,5,38431,Female,Camera,Kodak,2005,3,8,8778,70224
219,3481,4,38433,Female,Camera,Canon,2005,3,9,9565,86085
190,3482,4,38433,Female,Camera,Olympus,2005,3,9,6547,58923
228,3504,5,38438,Female,Camera,Nikon,2005,3,6,6511,39066
220,3511,4,38440,Male,Camera,Canon,2005,3,7,5020,35140
176,3544,5,38447,Male,Camera,Fujifilm,2005,4,8,8257,66056
181,3576,4,38455,Male,Camera,Olympus,2005,4,7,8947,62629
178,3581,1,38456,Female,Home Audio,Bose,2005,4,5,5374,26870
167,3590,5,38459,Female,Camera,Kodak,2005,4,5,9447,47235
177,3611,4,38463,Female,Camera,Fujifilm,2005,4,5,6180,30900
146,3613,4,38464,Female,Camera,Canon,2005,4,9,8476,76284
166,3615,3,38464,Female,Camera,Kodak,2005,4,10,8187,81870
140,3624,4,38467,Male,Camera,Sony,2005,4,6,5536,33216
49,3633,5,38469,Female,Camera,Sony,2005,4,8,7209,57672
220,3663,5,38475,Male,Camera,Canon,2005,5,9,9752,87768
172,3687,5,38481,Male,Camera,HP,2005,5,10,6495,64950
95,3715,4,38487,Female,Camera,Olympus,2005,5,6,7688,46128
80,3723,5,38489,Female,Computers & Accessories,Linksys,2005,5,8,5406,43248
219,3726,4,38490,Female,Camera,Canon,2005,5,9,7206,64854
110,3772,3,38502,Female,Camera,Kodak,2005,5,9,7082,63738
146,3789,5,38506,Female,Camera,Canon,2005,6,10,5650,56500
140,3815,1,38511,Male,Camera,Sony,2005,6,6,8140,48840
147,3845,5,38520,Female,Camera,Kodak,2005,6,7,9401,65807
190,3932,4,38538,Female,Camera,Olympus,2005,7,10,7825,78250
228,3933,5,38538,Female,Camera,Nikon,2005,7,6,9075,54450
243,3939,5,38539,Female,Camera,Nikon,2005,7,7,6908,48356
218,3947,5,38540,Female,Camera,Nikon,2005,7,7,5060,35420
181,3953,5,38541,Male,Camera,Olympus,2005,7,10,6062,60620
237,3969,5,38543,Female,Camera,Panasonic,2005,7,9,7139,64251
187,3976,4,38545,Female,Camera,Panasonic,2005,7,6,9693,58158
187,3997,2,38550,Female,Camera,Panasonic,2005,7,10,6038,60380
235,4007,3,38552,Female,Camera,Fujifilm,2005,7,9,7041,63369
219,4022,5,38555,Female,Camera,Canon,2005,7,9,8337,75033
195,4025,3,38556,Male,Camera,Sony,2005,7,6,8100,48600
142,4037,2,38559,Female,Computers & Accessories,Linksys,2005,7,7,9778,68446
232,4040,5,38559,Female,Camera,Olympus,2005,7,10,7889,78890
217,4081,5,38563,Female,Camera,Kodak,2005,7,10,5885,58850
191,4094,4,38565,Female,Camera,Vivitar,2005,8,9,6570,59130
255,4104,5,38566,Male,Camera,Kodak,2005,8,8,5420,43360
234,4132,5,38569,Female,Camera,Nikon,2005,8,9,9550,85950
256,4204,5,38577,Female,Camera,Olympus,2005,8,7,6520,45640
217,4212,4,38578,Female,Camera,Kodak,2005,8,6,9759,58554
140,4218,4,38579,Male,Camera,Sony,2005,8,9,5704,51336
160,4273,5,38585,Female,Camera,Olympus,2005,8,7,5359,37513
176,4278,5,38586,Male,Camera,Fujifilm,2005,8,5,5812,29060
145,4282,5,38587,Female,Camera,Canon,2005,8,10,8533,85330
232,4284,4,38587,Female,Camera,Olympus,2005,8,6,7049,42294
263,4354,4,38595,Female,Camera,Kodak,2005,8,6,7718,46308
143,4384,1,38601,Female,Camera,Canon,2005,9,10,8658,86580
220,4398,4,38602,Male,Camera,Canon,2005,9,10,9882,98820
265,4399,3,38602,Female,Camera,Olympus,2005,9,7,7812,54684
229,4403,5,38602,Male,Camera,Fujifilm,2005,9,10,5662,56620
265,4422,5,38604,Female,Camera,Olympus,2005,9,6,9629,57774
81,4426,1,38604,Female,Computers & Accessories,Linksys,2005,9,9,9062,81558
81,4432,5,38605,Female,Computers & Accessories,Linksys,2005,9,9,7353,66177
83,4432,5,38605,Female,Computers & Accessories,Linksys,2005,9,7,7196,50372
154,4449,5,38606,Female,Headphones,EldHus,2005,9,7,5579,39053
145,4464,3,38608,Female,Camera,Canon,2005,9,6,6924,41544
140,4471,1,38609,Male,Camera,Sony,2005,9,8,8756,70048
143,4473,4,38609,Female,Camera,Canon,2005,9,10,9818,98180
265,4474,5,38609,Female,Camera,Olympus,2005,9,10,7190,71900
219,4483,3,38610,Female,Camera,Canon,2005,9,8,5187,41496
104,4493,5,38611,Male,Computers & Accessories,Sennheiser,2005,9,10,9350,93500
237,4494,5,38611,Female,Camera,Panasonic,2005,9,9,7753,69777
81,4588,3,38624,Female,Computers & Accessories,Linksys,2005,9,8,6582,52656
262,4650,4,38632,Female,Camera,Kodak,2005,10,5,8414,42070
150,4663,4,38634,Female,Television & Video,Toshiba,2005,10,8,5838,46704
252,4664,4,38634,Female,Camera,Kodak,2005,10,10,8762,87620
172,4673,5,38635,Male,Camera,HP,2005,10,8,9376,75008
142,4681,5,38636,Female,Computers & Accessories,Linksys,2005,10,8,6970,55760
262,4715,4,38640,Female,Camera,Kodak,2005,10,5,5029,25145
145,4759,1,38646,Female,Camera,Canon,2005,10,5,7428,37140
179,4778,5,38649,Female,Camera,Canon,2005,10,7,7962,55734
217,4787,5,38651,Female,Camera,Kodak,2005,10,10,5526,55260
251,4789,4,38652,Female,Camera,Kodak,2005,10,7,8057,56399
217,4808,5,38656,Female,Camera,Kodak,2005,10,8,5017,40136
252,4838,4,38663,Female,Camera,Kodak,2005,11,8,5679,45432
219,4845,3,38664,Female,Camera,Canon,2005,11,6,6945,41670
175,4853,5,38666,Female,Camera,Kodak,2005,11,6,9350,56100
157,4880,1,38673,Female,Camera,Sony,2005,11,10,9390,93900
284,4891,5,38675,Female,Camera,Vivitar,2005,11,8,8276,66208
285,4900,2,38677,Male,Camera,JVC,2005,11,10,6473,64730
220,2381,5,38681,Male,Camera,Canon,2005,11,6,7948,47688
154,4932,5,38683,Female,Headphones,EldHus,2005,11,9,7642,68778
190,4933,5,38683,Female,Camera,Olympus,2005,11,7,7670,53690
214,4934,5,38683,Female,Camera,Olympus,2005,11,7,6602,46214
264,4932,4,38685,Female,Camera,Kodak,2005,11,10,9976,99760
220,1329,4,38689,Male,Camera,Canon,2005,12,8,9750,78000
146,4992,5,38693,Female,Camera,Canon,2005,12,6,8065,48390
179,4993,5,38693,Female,Camera,Canon,2005,12,5,8393,41965
157,4997,2,38694,Female,Camera,Sony,2005,12,7,7471,52297
250,5002,5,38695,Female,Camera,Kodak,2005,12,8,6097,48776
217,5005,5,38695,Female,Camera,Kodak,2005,12,8,8237,65896
234,5037,1,38700,Female,Camera,Nikon,2005,12,6,6493,38958
219,5069,4,38704,Female,Camera,Canon,2005,12,5,8886,44430
264,5090,2,38707,Female,Camera,Kodak,2005,12,7,8389,58723
189,5137,3,38713,Male,Camera,HP,2005,12,7,5686,39802
224,5143,3,38714,Female,Camera,Panasonic,2005,12,5,7971,39855
259,5165,5,38716,Male,Headphones,Sennheiser,2005,12,5,6681,33405
80,5172,3,38716,Female,Computers & Accessories,Linksys,2005,12,9,8317,74853
145,5182,4,38717,Female,Camera,Canon,2005,12,10,9222,92220
255,5183,3,38717,Male,Camera,Kodak,2005,12,6,7287,43722
252,5187,4,38717,Female,Camera,Kodak,2005,12,6,8924,53544
234,5225,5,38721,Female,Camera,Nikon,2006,1,5,8666,43330
81,5250,5,38725,Female,Computers & Accessories,Linksys,2006,1,6,5919,35514
251,5256,1,38725,Female,Camera,Kodak,2006,1,8,5961,47688
200,5286,2,38730,Female,Camera,Kodak,2006,1,6,5463,32778
166,5287,5,38730,Female,Camera,Kodak,2006,1,8,5977,47816
252,5301,4,38732,Female,Camera,Kodak,2006,1,10,7547,75470
220,5319,3,38735,Male,Camera,Canon,2006,1,5,8591,42955
154,5354,5,38742,Female,Headphones,EldHus,2006,1,9,6554,58986
234,5389,1,38746,Female,Camera,Nikon,2006,1,5,9431,47155
217,5400,5,38747,Female,Camera,Kodak,2006,1,7,5843,40901
255,5414,4,38748,Male,Camera,Kodak,2006,1,5,6191,30955
252,5415,5,38748,Female,Camera,Kodak,2006,1,8,5535,44280
220,5421,5,38749,Male,Camera,Canon,2006,2,9,6358,57222
220,5434,4,38751,Male,Camera,Canon,2006,2,5,5219,26095
65,5451,3,38754,Female,Camera,Sony,2006,2,7,8918,62426
237,4650,5,38763,Female,Camera,Panasonic,2006,2,6,6027,36162
217,5503,5,38763,Female,Camera,Kodak,2006,2,7,8927,62489
157,5504,1,38763,Female,Camera,Sony,2006,2,8,8355,66840
236,5506,4,38764,Male,Headphones,Philips,2006,2,6,7717,46302
223,5512,1,38765,Female,Camera,Panasonic,2006,2,5,6186,30930
261,5516,5,38766,Female,Camera,Kodak,2006,2,10,7535,75350
243,5528,2,38767,Female,Camera,Nikon,2006,2,7,6880,48160
234,5547,5,38769,Female,Camera,Nikon,2006,2,5,9553,47765
261,5564,5,38770,Female,Camera,Kodak,2006,2,5,7429,37145
231,5567,5,38771,Male,Camera,Nikon,2006,2,8,7273,58184
217,5596,4,38772,Female,Camera,Kodak,2006,2,5,8660,43300
255,5628,5,38774,Male,Camera,Kodak,2006,2,8,8088,64704
142,5657,4,38776,Female,Computers & Accessories,Linksys,2006,2,8,6494,51952
243,5677,4,38778,Female,Camera,Nikon,2006,3,5,8103,40515
314,5687,4,38779,Female,Camera,Canon,2006,3,8,7452,59616
250,5696,5,38781,Female,Camera,Kodak,2006,3,5,7149,35745
252,5717,5,38782,Female,Camera,Kodak,2006,3,8,9972,79776
284,5724,5,38783,Female,Camera,Vivitar,2006,3,6,9853,59118
252,5156,4,38783,Female,Camera,Kodak,2006,3,9,8221,73989
218,5750,5,38785,Female,Camera,Nikon,2006,3,8,7331,58648
142,5754,4,38785,Female,Computers & Accessories,Linksys,2006,3,10,5973,59730
238,5798,4,38790,Female,Television & Video,Panasonic,2006,3,6,9562,57372
314,2300,2,38793,Female,Camera,Canon,2006,3,8,5029,40232
255,5841,5,38793,Male,Camera,Kodak,2006,3,7,8050,56350
316,2300,2,38793,Female,Camera,Canon,2006,3,5,5141,25705
104,5857,4,38795,Male,Computers & Accessories,Sennheiser,2006,3,7,8718,61026
250,5871,5,38796,Female,Camera,Kodak,2006,3,6,9910,59460
234,5908,5,38799,Female,Camera,Nikon,2006,3,5,8891,44455
223,5929,3,38802,Female,Camera,Panasonic,2006,3,9,7814,70326
296,4022,5,38803,Female,Camera,Nikon,2006,3,9,5238,47142
245,5945,5,38805,Male,Portable Audio & Video,Sony,2006,3,9,6605,59445
94,5956,2,38808,Female,Camera,Nikon,2006,4,5,5282,26410
256,5958,4,38809,Female,Camera,Olympus,2006,4,6,5055,30330
179,5976,5,38813,Female,Camera,Canon,2006,4,9,9984,89856
80,6005,5,38819,Female,Computers & Accessories,Linksys,2006,4,8,5115,40920
259,4808,5,38826,Male,Headphones,Sennheiser,2006,4,5,7606,38030
141,6043,4,38829,Female,Camera,Sony,2006,4,7,8984,62888
231,6051,1,38830,Male,Camera,Nikon,2006,4,6,6433,38598
189,6060,3,38832,Male,Camera,HP,2006,4,7,5194,36358
256,6068,5,38834,Female,Camera,Olympus,2006,4,9,7195,64755
296,6071,4,38834,Female,Camera,Nikon,2006,4,9,5905,53145
314,6135,4,38847,Female,Camera,Canon,2006,5,8,9590,76720
142,6140,5,38848,Female,Computers & Accessories,Linksys,2006,5,9,7845,70605
234,6151,1,38850,Female,Camera,Nikon,2006,5,5,5678,28390
153,6156,1,38851,Male,Camera,Kodak,2006,5,7,7720,54040
149,6171,3,38855,Male,Computers & Accessories,Kensington,2006,5,5,5649,28245
250,6188,4,38858,Female,Camera,Kodak,2006,5,8,5302,42416
264,6218,1,38866,Female,Camera,Kodak,2006,5,5,6253,31265
323,6225,1,38867,Female,Camera,Olympus,2006,5,7,9367,65569
255,6240,2,38872,Male,Camera,Kodak,2006,6,8,8050,64400
145,6273,1,38877,Female,Camera,Canon,2006,6,6,6834,41004
229,6275,5,38877,Male,Camera,Fujifilm,2006,6,5,9115,45575
157,6306,1,38883,Female,Camera,Sony,2006,6,8,6546,52368
137,6323,1,38888,Female,Camera,Canon,2006,6,5,8242,41210
220,6325,5,38888,Male,Camera,Canon,2006,6,7,6448,45136
145,4650,5,38890,Female,Camera,Canon,2006,6,5,8997,44985
314,6360,5,38895,Female,Camera,Canon,2006,6,9,6161,55449
217,6426,4,38904,Female,Camera,Kodak,2006,7,7,5562,38934
220,6442,5,38906,Male,Camera,Canon,2006,7,7,7858,55006
217,6449,5,38906,Female,Camera,Kodak,2006,7,8,6436,51488
219,6453,4,38907,Female,Camera,Canon,2006,7,7,8493,59451
314,6454,5,38907,Female,Camera,Canon,2006,7,7,7311,51177
104,6493,3,38911,Male,Computers & Accessories,Sennheiser,2006,7,7,9298,65086
83,6495,5,38912,Female,Computers & Accessories,Linksys,2006,7,10,7078,70780
255,6500,2,38912,Male,Camera,Kodak,2006,7,6,8656,51936
316,6522,4,38915,Female,Camera,Canon,2006,7,10,8891,88910
338,6558,5,38923,Female,Headphones,Bose,2006,7,5,9570,47850
234,6571,4,38925,Female,Camera,Nikon,2006,7,8,6486,51888
262,6624,2,38933,Female,Camera,Kodak,2006,8,9,9679,87111
250,6632,4,38934,Female,Camera,Kodak,2006,8,8,7348,58784
345,6674,1,38941,Female,Camera,JVC,2006,8,6,8664,51984
157,6695,1,38946,Female,Camera,Sony,2006,8,8,5137,41096
195,6715,3,38949,Male,Camera,Sony,2006,8,7,9449,66143
256,6725,4,38951,Female,Camera,Olympus,2006,8,7,9337,65359
220,6743,5,38954,Male,Camera,Canon,2006,8,8,6241,49928
295,6752,4,38954,Female,Camera,Kodak,2006,8,9,7974,71766
220,6759,5,38956,Male,Camera,Canon,2006,8,5,6748,33740
298,6776,5,38958,Male,Computers & Accessories,Jabra,2006,8,6,8652,51912
236,6780,2,38959,Male,Headphones,Philips,2006,8,7,7022,49154
145,6793,3,38961,Female,Camera,Canon,2006,9,8,8596,68768
146,6838,5,38970,Female,Camera,Canon,2006,9,10,7306,73060
140,6840,1,38971,Male,Camera,Sony,2006,9,5,6175,30875
296,6846,5,38974,Female,Camera,Nikon,2006,9,6,7726,46356
229,6862,1,38977,Male,Camera,Fujifilm,2006,9,9,6579,59211
97,6874,4,38981,Female,Camera,Olympus,2006,9,10,6741,67410
333,6894,5,38985,Female,Camera,Kodak,2006,9,8,5452,43616
324,6919,4,38992,Male,Camera,Olympus,2006,10,6,8973,53838
333,6928,5,38993,Female,Camera,Kodak,2006,10,8,9742,77936
220,6935,5,38996,Male,Camera,Canon,2006,10,6,5574,33444
314,6962,4,39004,Female,Camera,Canon,2006,10,10,9313,93130
374,3481,5,39006,Female,Camera,Philips,2006,10,5,9615,48075
372,3481,5,39006,Male,Camera,Philips,2006,10,10,7941,79410
235,6975,5,39006,Female,Camera,Fujifilm,2006,10,8,7194,57552
338,7000,4,39010,Female,Headphones,Bose,2006,10,10,5578,55780
314,7003,4,39012,Female,Camera,Canon,2006,10,9,5097,45873
73,7036,2,39020,Female,Camera,Canon,2006,10,6,5236,31416
312,7071,3,39024,Male,Car Electronics & GPS,Garmin,2006,11,9,5615,50535
313,7076,5,39024,Female,Camera,Olympus,2006,11,9,7452,67068
330,7095,5,39025,Female,Camera,Kodak,2006,11,6,7474,44844
